"Juge"	"Age"	"Sexe"	"CSP"	"Son"	"Rang"	"Innovation"	"Originalité"	"Sobriété"	"Proximité"	"Ludique"	"Haut.de.gamme"	"Simplicité"	"Liberté"	"Humanité"	"Technologie"	"Convivialité"	"Complexité"	"Populaire"	"Sérieux"	"International"	"Passion"	"Artisanal"	"Traditionnal"	"Performence"	"Joyeux"	"Surprenant"	"Excitant"	"Energique"	"Sensuel"	"Triste"	"Chaleureux"	"Sérieux1"	"Note"	"Pourquoi"
"463"	39	21	"F"	"Etudiant"	7	7	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	3	4	3	3	2	3	3	2	6	"trop accordéon, trop populaire"
"464"	39	21	"F"	"Etudiant"	8	8	0	0	1	1	0	1	0	0	0	1	0	1	0	1	0	0	0	0	1	2	3	3	3	2	4	2	4	5	"ca fait peur, froid"
"465"	39	21	"F"	"Etudiant"	9	9	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	4	5	3	3	2	2	2	2	3	"agressif pour l'oreille, mauvais"
"466"	39	21	"F"	"Etudiant"	10	10	1	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	3	2	3	3	2	3	2	3	7	"un peu simple"
"467"	39	21	"F"	"Etudiant"	11	11	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	3	4	4	2	2	3	2	3	5	"pas agréable"
"468"	39	21	"F"	"Etudiant"	12	12	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	3	4	3	4	2	3	4	1	4	"trop accordéon"
"469"	40	22	"F"	"Etudiant"	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2	2	1	2	2	5	1	3	2	"trop féminin, trop mou"
"470"	40	22	"F"	"Etudiant"	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	2	3	3	4	2	3	2	2	4	"classe, energique, mais piano fait vieillot"
"471"	40	22	"F"	"Etudiant"	3	3	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0	0	0	1	1	2	2	2	4	2	5	1	"triste, mou, paraît fébrile"
"472"	40	22	"F"	"Etudiant"	4	4	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	1	2	2	5	2	2	1	"son orgue rappelle la messe"
"473"	40	22	"F"	"Etudiant"	5	5	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	3	2	2	3	4	1	4	3	"serieux mais manque d'energie"
"474"	40	22	"F"	"Etudiant"	6	6	0	0	0	1	1	0	1	0	1	0	1	0	1	0	0	0	1	0	0	2	3	3	3	1	3	2	3	4	"assez neutre"
"475"	40	22	"F"	"Etudiant"	7	7	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	2	3	2	1	2	2	1	3	3	"rappelle mon grand père"
"476"	40	22	"F"	"Etudiant"	8	8	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	2	4	1	2	1	2	2	2	1	"trop populaire, trop mou"
"477"	40	22	"F"	"Etudiant"	9	9	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	3	4	4	4	1	3	1	1	2	"manque de lien entre notes"
"478"	40	22	"F"	"Etudiant"	10	10	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0	0	0	1	2	1	2	3	4	1	2	2	"haut de gamme mais froid, pas familial"
"479"	40	22	"F"	"Etudiant"	11	11	1	1	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	2	4	3	4	1	3	2	3	6	"pas assez chaleureux"
"480"	40	22	"F"	"Etudiant"	12	12	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	1	1	1	5	2	2	2	"vieillot et rigide"
"481"	41	19	"F"	"Etudiant"	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	1	1	3	3	3	3	3	"trop lent, pas innovant"
"482"	41	19	"F"	"Etudiant"	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	1	2	3	3	3	3	4	NA
"483"	41	19	"F"	"Etudiant"	3	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	2	5	2	2	3	"mou, on s'endort"
"484"	41	19	"F"	"Etudiant"	4	4	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	3	2	2	3	2	3	3	6	"piano et cordes expriment la haute technologie, haut de gamme"
"485"	41	19	"F"	"Etudiant"	5	5	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	3	3	2	3	3	1	2	3	7	"cordes = passion, haut de gamme"
"486"	41	19	"F"	"Etudiant"	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	2	4	1	4	2	NA
"487"	41	19	"F"	"Etudiant"	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	2	5	1	4	2	"lent, tu meurs"
"488"	41	19	"F"	"Etudiant"	8	8	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	3	3	3	3	3	2	2	3	7	"rapide = indépendance, efficacité"
"489"	41	19	"F"	"Etudiant"	9	9	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	2	1	1	1	3	3	3	3	5	"restitue le coté familial"
"490"	41	19	"F"	"Etudiant"	10	10	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	3	3	2	3	3	2	3	3	6	"trop aigu, international"
"491"	41	19	"F"	"Etudiant"	11	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	1	1	1	2	3	2	2	4	"trop traditionnel un peu lent, ou est l'exigence"
"492"	41	19	"F"	"Etudiant"	12	12	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	2	3	3	2	3	2	3	3	7	NA
"493"	42	20	"H"	"Etudiant"	1	1	0	0	1	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	2	3	2	1	2	4	2	3	5	NA
"494"	42	20	"H"	"Etudiant"	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	2	3	3	2	2	3	2	3	7	NA
"495"	42	20	"H"	"Etudiant"	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	2	1	1	2	5	2	3	3	NA
"496"	42	20	"H"	"Etudiant"	4	4	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	3	2	2	4	1	2	5	NA
"497"	42	20	"H"	"Etudiant"	5	5	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	3	3	2	2	2	2	2	3	5	NA
"498"	42	20	"H"	"Etudiant"	6	6	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	3	2	2	2	4	2	4	5	NA
"499"	42	20	"H"	"Etudiant"	7	7	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	3	3	3	2	3	3	2	3	8	NA
"500"	42	20	"H"	"Etudiant"	8	8	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	3	2	1	1	5	2	4	4	NA
"501"	42	20	"H"	"Etudiant"	9	9	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	4	2	2	3	3	2	3	7	NA
"502"	42	20	"H"	"Etudiant"	10	10	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	3	3	3	2	3	3	2	3	8	NA
"503"	42	20	"H"	"Etudiant"	11	11	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2	2	2	3	3	3	2	3	6	NA
"504"	42	20	"H"	"Etudiant"	12	12	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2	3	2	2	2	4	2	4	5	NA
"505"	43	22	"F"	"Etudiant"	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	3	1	1	2	1	3	3	3	5	"son classique, ne met pas la marque en valeur"
"506"	43	22	"F"	"Etudiant"	2	2	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	4	2	2	4	2	3	4	2	3	"trop rapide"
"507"	43	22	"F"	"Etudiant"	3	3	0	0	1	1	0	1	0	0	0	0	1	0	1	1	1	1	0	1	1	3	3	3	3	3	3	2	3	8	NA
"508"	43	22	"F"	"Etudiant"	4	4	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	1	0	0	5	4	2	4	2	2	5	1	2	"bal musette, pas crédible pour une entreprise"
"509"	43	22	"F"	"Etudiant"	5	5	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	4	4	1	4	1	3	2	2	3	"trop aigu, pas agréable à entendre"
"510"	43	22	"F"	"Etudiant"	6	6	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	4	2	2	5	1	3	2	2	3	"trop aigu, pas agréable à entendre"
"511"	43	22	"F"	"Etudiant"	7	7	1	1	1	1	0	1	1	1	0	1	1	0	1	1	1	1	0	0	1	3	3	3	3	2	3	3	3	8	"reflète bien le haut de gamme"
"512"	43	22	"F"	"Etudiant"	8	8	0	0	0	0	0	1	1	0	0	1	0	1	0	1	0	0	0	0	0	2	1	1	1	1	3	2	4	4	"trop lent, pas assez innovant"
"513"	43	22	"F"	"Etudiant"	9	9	0	1	1	0	0	1	0	0	0	0	0	1	0	1	1	1	0	0	1	2	2	1	2	2	3	3	4	6	NA
"514"	43	22	"F"	"Etudiant"	10	10	0	0	1	0	0	1	0	1	0	1	0	1	0	1	1	1	0	0	1	2	2	2	4	2	3	2	3	6	NA
"515"	43	22	"F"	"Etudiant"	11	11	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	2	1	3	1	2	2	NA
"516"	43	22	"F"	"Etudiant"	12	12	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2	2	1	2	1	3	2	3	5	"technologie et innovant peuvent être trouvés mais pas familial"
"517"	44	22	"F"	"Etudiant"	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2	3	4	5	3	3	2	2	5	NA
"518"	44	22	"F"	"Etudiant"	2	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	5	2	2	1	3	2	2	2	NA
"519"	44	22	"F"	"Etudiant"	3	3	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	3	2	2	1	3	4	3	3	4	NA
"520"	44	22	"F"	"Etudiant"	4	4	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	3	2	3	3	2	3	3	7	NA
"521"	44	22	"F"	"Etudiant"	5	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	3	2	2	3	4	3	3	5	"trop de graves, fait traditionnel"
"522"	44	22	"F"	"Etudiant"	6	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2	3	2	1	4	4	3	3	6	"tempo trop lent"
"523"	44	22	"F"	"Etudiant"	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	3	3	2	3	2	3	3	2	4	NA
"524"	44	22	"F"	"Etudiant"	8	8	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	3	2	3	3	3	4	2	3	6	NA
"525"	44	22	"F"	"Etudiant"	9	9	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	3	3	3	3	3	4	3	3	9	NA
"526"	44	22	"F"	"Etudiant"	10	10	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	3	2	1	3	4	2	3	6	NA
"527"	44	22	"F"	"Etudiant"	11	11	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	3	3	2	3	2	3	8	NA
"528"	44	22	"F"	"Etudiant"	12	12	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	2	1	2	1	4	4	2	3	4	NA
"529"	45	22	"F"	"Etudiant"	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	2	2	1	1	1	4	2	5	0	"trop sombre alors que c'est censé etre dynamique et innovant"
"530"	45	22	"F"	"Etudiant"	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	4	4	3	1	3	3	2	3	"trop strident, pointu"
"531"	45	22	"F"	"Etudiant"	3	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	4	2	1	1	4	4	4	4	"trop serieux, manque de fun"
"532"	45	22	"F"	"Etudiant"	4	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	3	3	2	3	4	3	4	7	"assez intime, proche mais trop classique, trop doux"
"533"	45	22	"F"	"Etudiant"	5	5	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	4	1	1	1	5	2	4	0	"trop sombre, trop strict"
"534"	45	22	"F"	"Etudiant"	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	4	1	1	1	4	2	3	1	"trop lente, manque de dynamisme"
"535"	45	22	"F"	"Etudiant"	7	7	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	3	2	1	3	3	2	4	3	"tres proche, trop gentil"
"536"	45	22	"F"	"Etudiant"	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2	2	1	1	1	3	3	3	5	"assez classique et serieux comme l'entreprise"
"537"	45	22	"F"	"Etudiant"	9	9	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	2	1	2	1	4	2	4	1	"trop sombre, trop serieux"
"538"	45	22	"F"	"Etudiant"	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	4	1	1	2	4	3	4	0	"trop strident"
"539"	45	22	"F"	"Etudiant"	11	11	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	4	4	2	2	2	3	3	2	3	"trop strident, trop piquant, pas assez professionnel"
"540"	45	22	"F"	"Etudiant"	12	12	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	2	2	2	2	2	4	2	3	5	"assez serieux, de haut niveau"
"541"	46	23	"H"	"Etudiant"	1	1	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	2	3	1	1	3	4	2	4	6	"son de qualité, technologique, légèrement innovant"
"542"	46	23	"H"	"Etudiant"	2	2	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	4	3	2	4	1	1	4	2	4	"trop joyeux, pas assez sérieux, ne reflete pas la haute technologie"
"543"	46	23	"H"	"Etudiant"	3	3	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	2	4	2	2	3	3	2	3	5	"entre le serieux classe et le joyeux, pas assez professionnel"
"544"	46	23	"H"	"Etudiant"	4	4	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	1	0	4	4	3	3	1	1	3	2	5	"son neutre"
"545"	46	23	"H"	"Etudiant"	5	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	4	4	3	4	3	2	2	2	6	"haut de gamme, pas innovant"
"546"	46	23	"H"	"Etudiant"	6	6	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	4	4	3	5	2	3	4	2	7	"innovant, haute technologie"
"547"	46	23	"H"	"Etudiant"	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	5	4	3	1	2	3	2	4	"trop strident, pas assez sérieux"
"548"	46	23	"H"	"Etudiant"	8	8	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	3	2	2	2	3	3	2	4	7	"son à haute technologie, notes professionnelles"
"549"	46	23	"H"	"Etudiant"	9	9	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	3	4	4	2	2	4	2	4	"trop festif, pas classe"
"550"	46	23	"H"	"Etudiant"	10	10	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	5	5	4	5	2	3	3	2	3	"trop moche"
"551"	46	23	"H"	"Etudiant"	11	11	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	3	3	3	3	3	4	2	3	7	"son propre, classe"
"552"	46	23	"H"	"Etudiant"	12	12	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	4	4	4	4	2	1	3	2	5	"trop festif, un peu classe"
"553"	47	23	"H"	"Etudiant"	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	1	1	1	4	1	5	0	NA
"554"	47	23	"H"	"Etudiant"	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	2	1	1	1	4	3	5	0	NA
"555"	47	23	"H"	"Etudiant"	3	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	3	3	3	4	3	NA
"556"	47	23	"H"	"Etudiant"	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	1	5	1	5	0	NA
"557"	47	23	"H"	"Etudiant"	5	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	2	2	1	3	2	3	4	NA
"558"	47	23	"H"	"Etudiant"	6	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	2	3	2	3	3	3	5	NA
"559"	47	23	"H"	"Etudiant"	7	7	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	3	2	1	2	3	3	3	4	5	NA
"560"	47	23	"H"	"Etudiant"	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	5	5	1	3	1	1	1	NA
"561"	47	23	"H"	"Etudiant"	9	9	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	5	5	3	1	3	2	2	3	NA
"562"	47	23	"H"	"Etudiant"	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	5	1	5	1	NA
"563"	47	23	"H"	"Etudiant"	11	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	4	2	1	3	3	3	4	NA
"564"	47	23	"H"	"Etudiant"	12	12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	2	2	3	3	2	3	8	NA
"565"	48	48	"F"	"Etudiant"	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	1	4	2	3	3	NA
"566"	48	48	"F"	"Etudiant"	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	3	3	2	3	4	NA
"567"	48	48	"F"	"Etudiant"	3	3	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	2	2	3	2	4	3	3	5	NA
"568"	48	48	"F"	"Etudiant"	4	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	3	2	2	2	3	1	3	4	NA
"569"	48	48	"F"	"Etudiant"	5	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	2	3	2	2	1	4	1	3	3	NA
"570"	48	48	"F"	"Etudiant"	6	6	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	3	2	1	3	2	2	5	NA
"571"	48	48	"F"	"Etudiant"	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	3	2	2	1	4	1	3	5	NA
"572"	48	48	"F"	"Etudiant"	8	8	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	2	2	3	3	3	3	7	NA
"573"	48	48	"F"	"Etudiant"	9	9	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	3	1	1	2	3	1	3	5	NA
"574"	48	48	"F"	"Etudiant"	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	5	2	4	1	3	2	2	4	NA
"575"	48	48	"F"	"Etudiant"	11	11	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	3	3	2	2	3	3	3	3	9	NA
"576"	48	48	"F"	"Etudiant"	12	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	1	1	1	5	1	5	1	NA
"577"	49	48	"F"	"Employé"	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	3	1	3	1	5	1	3	1	NA
"578"	49	48	"F"	"Employé"	2	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	3	1	3	2	3	4	NA
"579"	49	48	"F"	"Employé"	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	1	5	1	1	1	NA
"580"	49	48	"F"	"Employé"	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	3	3	3	1	2	2	3	3	NA
"581"	49	48	"F"	"Employé"	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	4	1	1	1	5	1	3	1	NA
"582"	49	48	"F"	"Employé"	6	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	3	2	2	2	3	3	3	5	NA
"583"	49	48	"F"	"Employé"	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	4	1	1	1	4	1	3	3	NA
"584"	49	48	"F"	"Employé"	8	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	1	1	4	1	3	3	NA
"585"	49	48	"F"	"Employé"	9	9	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	1	1	1	1	1	3	2	NA
"586"	49	48	"F"	"Employé"	10	10	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	2	1	1	1	4	2	3	3	NA
"587"	49	48	"F"	"Employé"	11	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	3	2	3	2	3	3	3	5	NA
"588"	49	48	"F"	"Employé"	12	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	3	2	3	1	4	2	3	4	NA
"589"	50	20	"H"	"Etudiant"	1	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	4	4	3	3	1	2	3	2	4	"trop aigu"
"590"	50	20	"H"	"Etudiant"	2	2	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	3	1	1	3	4	2	4	2	"trop triste pas assez rythmé"
"591"	50	20	"H"	"Etudiant"	3	3	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	4	3	3	2	2	3	2	2	3	"ne représente pas une marque haut de gamme"
"592"	50	20	"H"	"Etudiant"	4	4	0	0	1	0	0	1	1	1	1	0	0	0	0	1	1	0	0	0	0	2	4	2	2	4	4	2	3	5	"pas assez dynamique"
"593"	50	20	"H"	"Etudiant"	5	5	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	3	4	4	2	1	4	2	2	4	"pas assez rapide, trop aigu"
"594"	50	20	"H"	"Etudiant"	6	6	0	0	0	1	0	0	0	1	1	0	1	0	0	1	0	0	1	1	0	2	4	2	3	3	4	2	2	7	"peut-être un peu trop grave"
"595"	50	20	"H"	"Etudiant"	7	7	0	0	1	0	0	1	1	1	1	0	0	0	0	1	1	0	0	0	1	3	3	2	1	3	4	2	2	5	"manque d'énergie = entreprise, pas active"
"596"	50	20	"H"	"Etudiant"	8	8	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	4	4	3	3	1	3	4	2	4	"son pas agréable"
"597"	50	20	"H"	"Etudiant"	9	9	0	0	1	1	0	0	0	0	0	0	1	1	1	0	0	0	1	1	0	1	4	1	3	4	1	3	2	4	"trop grave on a l'impression qu'on va nous forcer à acheter le produit"
"598"	50	20	"H"	"Etudiant"	10	10	0	0	1	0	0	1	0	1	0	0	1	1	0	1	1	0	0	0	1	2	4	1	1	2	4	2	5	2	"rien n'est bien ajusté, trop triste"
"599"	50	20	"H"	"Etudiant"	11	11	1	1	0	0	1	1	0	0	1	1	1	0	1	0	0	1	0	0	0	3	3	3	4	3	3	3	3	8	"bref et clair, dynamique"
"600"	50	20	"H"	"Etudiant"	12	12	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	4	4	4	4	1	2	3	2	4	"trop  aigu"
"601"	51	19	"H"	"Etudiant"	1	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	2	2	2	3	2	4	2	3	3	"trop triste"
"602"	51	19	"H"	"Etudiant"	2	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	3	2	1	3	4	2	5	4	"pas assez innovateur, trop lent"
"603"	51	19	"H"	"Etudiant"	3	3	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	3	3	2	2	2	3	3	2	3	"un peu trop vieillot "
"604"	51	19	"H"	"Etudiant"	4	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	3	3	4	2	3	2	4	5	"trop strident"
"605"	51	19	"H"	"Etudiant"	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	3	3	3	3	3	3	3	3	8	"bon tempo"
"606"	51	19	"H"	"Etudiant"	6	6	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	3	3	3	3	2	3	3	2	8	NA
"607"	51	19	"H"	"Etudiant"	7	7	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	3	3	4	4	2	3	2	3	6	"trop strident"
"608"	51	19	"H"	"Etudiant"	8	8	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	1	1	2	2	2	2	3	4	3	3	5	NA
"609"	51	19	"H"	"Etudiant"	9	9	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2	3	2	2	3	3	3	3	5	"trop lent"
"610"	51	19	"H"	"Etudiant"	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	3	3	3	3	3	3	3	3	8	NA
"611"	51	19	"H"	"Etudiant"	11	11	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	2	3	2	2	3	4	2	3	5	NA
"612"	51	19	"H"	"Etudiant"	12	12	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	3	3	3	3	2	3	3	3	7	NA
"613"	52	20	"F"	"Etudiant"	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	2	1	2	3	2	1	4	8	"chic"
"614"	52	20	"F"	"Etudiant"	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	2	3	1	2	2	4	2	3	5	"trop triste"
"615"	52	20	"F"	"Etudiant"	3	3	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	1	2	4	2	4	0	"trop mélancolique"
"616"	52	20	"F"	"Etudiant"	4	4	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	3	3	3	3	2	1	3	3	9	"gai"
